x_cm,y_cm,z_cm,is_manual
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
-7.13081693649292,3.9312400817871094,43.23142910003662,False
